filename,true_class,original_pred,new_prediction,confidence,is_correct,brightness,contrast,blur_score
pred_Fillings__0009_jpg.rf.957a0a16c5101765b0679e95eb9619a3_segment_278.png,Cavity,Fillings,Fillings,0.7302159070968628,False,104.835693359375,92.84182567746458,1236.0219132900238
pred_Fillings__0669_jpg.rf.f1e2059357f8ba42a2c88434285180de_segment_428.png,Cavity,Fillings,Cavity,0.7889388799667358,True,63.173095703125,56.93280517817197,205.3586881160736
pred_Fillings__0905_jpg.rf.93c5b0e9d232f394f6cedf1c8f3879f4_segment_198.png,Cavity,Fillings,Fillings,0.9992200136184692,False,103.650634765625,80.700369111872,630.5994238257408
pred_Implant__0180_jpg.rf.f74c66bb6212781fc6e6404fffe7ab9d_segment_430.png,Cavity,Implant,Implant,0.6802565455436707,False,80.92919921875,104.69170405244928,2594.3443207144737
pred_Normal__0038_jpg.rf.e13603a0be37e61c53a3b781040ce9f7_segment_461.png,Cavity,Normal,Normal,0.9923073649406433,False,103.587158203125,83.58857297713533,543.9155633449554
pred_Normal__0053_jpg.rf.0a39e4969cb730a0e08d415d819e14d9_segment_30.png,Cavity,Normal,Cavity,0.855703592300415,True,87.597412109375,69.22510751801651,560.2381057143211
pred_Normal__0151_jpg.rf.5b81ded715693313866503d5a4da1639_segment_124.png,Cavity,Normal,Cavity,0.5125477313995361,True,106.66796875,95.92771789184044,1321.7524201869965
pred_Normal__0180_jpg.rf.f74c66bb6212781fc6e6404fffe7ab9d_segment_432.png,Cavity,Normal,Normal,0.8487138748168945,False,132.828369140625,96.93139278934603,757.1361074447632
pred_Normal__0180_jpg.rf.f74c66bb6212781fc6e6404fffe7ab9d_segment_434.png,Cavity,Normal,Normal,0.8622850179672241,False,98.71728515625,101.67661931863748,634.9529225826263
pred_Normal__0485_jpg.rf.09576812fc790cab5da2f6a5ceafe25f_segment_25.png,Cavity,Normal,Cavity,0.742651641368866,True,88.434326171875,70.95879074380636,179.8102359175682
pred_Normal__0669_jpg.rf.f1e2059357f8ba42a2c88434285180de_segment_429.png,Cavity,Normal,Normal,0.9791688323020935,False,33.88330078125,36.95085622585211,117.50672429800034
pred_Normal__0905_jpg.rf.93c5b0e9d232f394f6cedf1c8f3879f4_segment_196.png,Cavity,Normal,Normal,0.9969513416290283,False,108.7744140625,100.8979091747126,467.3026876449585
pred_Normal__0905_jpg.rf.93c5b0e9d232f394f6cedf1c8f3879f4_segment_200.png,Cavity,Normal,Normal,0.9051302671432495,False,52.161376953125,39.95437562154019,84.8820533156395
pred_Cavity__0936_jpg.rf.8243a9dd5334cd97eea92b8d4a59439e_segment_208.png,Fillings,Cavity,Cavity,0.6264684200286865,False,114.061767578125,90.57993407069068,557.371764600277
pred_Impacted Tooth__0649_jpg.rf.b7d1c07a5deeb45e8fa8a2a076f504fd_segment_243.png,Fillings,Impacted Tooth,Normal,0.48892703652381897,False,161.916015625,100.4006003183298,388.9848289489746
