filename,true_class,original_pred,new_prediction,confidence,is_correct,brightness,contrast,blur_score
pred_Fillings__0009_jpg.rf.957a0a16c5101765b0679e95eb9619a3_segment_278.png,Cavity,Fillings,Normal,0.7463937997817993,False,104.835693359375,92.84182567746458,1236.0219132900238
pred_Fillings__0669_jpg.rf.f1e2059357f8ba42a2c88434285180de_segment_428.png,Cavity,Fillings,Normal,0.9986874461174011,False,63.173095703125,56.93280517817197,205.3586881160736
pred_Fillings__0905_jpg.rf.93c5b0e9d232f394f6cedf1c8f3879f4_segment_198.png,Cavity,Fillings,Normal,0.6310213208198547,False,103.650634765625,80.700369111872,630.5994238257408
pred_Implant__0180_jpg.rf.f74c66bb6212781fc6e6404fffe7ab9d_segment_430.png,Cavity,Implant,Normal,0.9000639915466309,False,80.92919921875,104.69170405244928,2594.3443207144737
pred_Normal__0038_jpg.rf.e13603a0be37e61c53a3b781040ce9f7_segment_461.png,Cavity,Normal,Normal,0.9799235463142395,False,103.587158203125,83.58857297713533,543.9155633449554
pred_Normal__0053_jpg.rf.0a39e4969cb730a0e08d415d819e14d9_segment_30.png,Cavity,Normal,Fillings,0.6785621643066406,False,87.597412109375,69.22510751801651,560.2381057143211
pred_Normal__0151_jpg.rf.5b81ded715693313866503d5a4da1639_segment_124.png,Cavity,Normal,Fillings,0.891787588596344,False,106.66796875,95.92771789184044,1321.7524201869965
pred_Normal__0180_jpg.rf.f74c66bb6212781fc6e6404fffe7ab9d_segment_432.png,Cavity,Normal,Implant,0.6994088888168335,False,132.828369140625,96.93139278934603,757.1361074447632
pred_Normal__0180_jpg.rf.f74c66bb6212781fc6e6404fffe7ab9d_segment_434.png,Cavity,Normal,Normal,0.9991450309753418,False,98.71728515625,101.67661931863748,634.9529225826263
pred_Normal__0485_jpg.rf.09576812fc790cab5da2f6a5ceafe25f_segment_25.png,Cavity,Normal,Normal,0.9716396331787109,False,88.434326171875,70.95879074380636,179.8102359175682
pred_Normal__0669_jpg.rf.f1e2059357f8ba42a2c88434285180de_segment_429.png,Cavity,Normal,Normal,0.9998449087142944,False,33.88330078125,36.95085622585211,117.50672429800034
pred_Normal__0905_jpg.rf.93c5b0e9d232f394f6cedf1c8f3879f4_segment_196.png,Cavity,Normal,Normal,0.9999469518661499,False,108.7744140625,100.8979091747126,467.3026876449585
pred_Normal__0905_jpg.rf.93c5b0e9d232f394f6cedf1c8f3879f4_segment_200.png,Cavity,Normal,Normal,0.999776303768158,False,52.161376953125,39.95437562154019,84.8820533156395
pred_Cavity__0936_jpg.rf.8243a9dd5334cd97eea92b8d4a59439e_segment_208.png,Fillings,Cavity,Normal,0.6176417469978333,False,114.061767578125,90.57993407069068,557.371764600277
pred_Impacted Tooth__0649_jpg.rf.b7d1c07a5deeb45e8fa8a2a076f504fd_segment_243.png,Fillings,Impacted Tooth,Fillings,0.5186368227005005,True,161.916015625,100.4006003183298,388.9848289489746
pred_Implant__0140_jpg.rf.c65d9d0adf1e201a0bbca3c2f9cf2a08_segment_374.png,Fillings,Implant,Fillings,0.999599277973175,True,148.599853515625,109.20423629414712,536.6810586452484
pred_Implant__0323_jpg.rf.2bd124050fdcb8c212a28a98519b6f5c_segment_79.png,Fillings,Implant,Normal,0.9972569346427917,False,114.170654296875,109.87100892282884,1401.6822347044945
pred_Implant__0762_jpg.rf.65fd543f0d87cc9d38dc1968abb4d2c7_segment_177.png,Fillings,Implant,Fillings,0.9698250889778137,True,131.71337890625,111.77087453904804,615.9381536841393
pred_Normal__0061_jpg.rf.3188dc5179f4b6d600459b1aeba93e87_segment_129.png,Fillings,Normal,Normal,0.9999997615814209,False,181.193359375,87.54358409420047,279.65430587530136
pred_Normal__0061_jpg.rf.3188dc5179f4b6d600459b1aeba93e87_segment_131.png,Fillings,Normal,Normal,0.9999996423721313,False,150.015380859375,88.42004028044089,63.3556432723999
pred_Normal__0074_jpg.rf.bc31f3d89ccb17453e7558a14bd6d5de_segment_330.png,Fillings,Normal,Fillings,0.9868576526641846,True,140.15869140625,93.0532033041452,317.00887274742126
pred_Normal__0095_jpg.rf.d7773e0afb13f54a3e6244079b483ab2_segment_444.png,Fillings,Normal,Normal,0.9991194605827332,False,121.5751953125,89.2798538018725,518.1954321265221
pred_Normal__0136_jpg.rf.03e2aec8ec77594665dd1abc68d47bd3_segment_12.png,Fillings,Normal,Normal,0.8791906833648682,False,157.658203125,85.50448505171376,824.2914275527
pred_Normal__0136_jpg.rf.03e2aec8ec77594665dd1abc68d47bd3_segment_5.png,Fillings,Normal,Fillings,0.5184640884399414,True,156.4677734375,98.66748152591823,252.8806436061859
pred_Normal__0186_jpg.rf.bce5a4ca22bfadf46df9667fdef8638d_segment_320.png,Fillings,Normal,Normal,0.9970278143882751,False,43.857421875,37.06453124168403,148.69129699468613
pred_Normal__0239_jpg.rf.1e1cbd283aab8fb5c4b9822c5970d3ed_segment_61.png,Fillings,Normal,Fillings,0.9472607970237732,True,133.612060546875,87.82132485156343,601.7626342773438
pred_Normal__0246_jpg.rf.653968dbb7a7ed4af2e12a5cca61d0e8_segment_168.png,Fillings,Normal,Normal,0.9720460772514343,False,139.3818359375,98.96490264342752,502.0794639587402
pred_Normal__0403_jpg.rf.ba4274213b37ecd7b0bbd731d1eab084_segment_338.png,Fillings,Normal,Normal,0.8918641805648804,False,132.620849609375,87.11924156488429,889.9850096106529
pred_Normal__0403_jpg.rf.ba4274213b37ecd7b0bbd731d1eab084_segment_341.png,Fillings,Normal,Fillings,0.9649316072463989,True,115.765869140625,90.1310846438054,1197.8236694335938
pred_Normal__0428_jpg.rf.314f2ee0551f5c46c3b5fbb7b3b4026e_segment_109.png,Fillings,Normal,Normal,0.9998462200164795,False,77.322509765625,90.35839686457176,474.2239646911621
pred_Normal__0445_jpg.rf.c1b87e7bf4165d062bf6dcfbb56f2c18_segment_351.png,Fillings,Normal,Normal,0.9997126460075378,False,76.537841796875,87.23568635741,344.7572076320648
pred_Normal__0445_jpg.rf.c1b87e7bf4165d062bf6dcfbb56f2c18_segment_356.png,Fillings,Normal,Fillings,0.9905931353569031,True,157.142578125,105.86162097983514,326.9129858016968
pred_Normal__0688_jpg.rf.152fb99de9e0af07c5546e20e966b140_segment_43.png,Fillings,Normal,Normal,0.9861094355583191,False,136.800537109375,55.81564074401224,182.14977431297305
pred_Normal__0750_jpg.rf.52761b15b0cc29d4193f20bca8abf978_segment_211.png,Fillings,Normal,Normal,0.9999582767486572,False,128.416015625,111.44033611323596,1408.852074086666
pred_Normal__0846_jpg.rf.21922087f9d9ce3b24ba1f2f3557ce5e_segment_70.png,Fillings,Normal,Normal,0.999906063079834,False,114.26513671875,95.87043164322289,761.6678132414818
pred_Normal__0898_jpg.rf.df4ec6f79f149df99ada80674fab2c0a_segment_415.png,Fillings,Normal,Normal,0.9995893836021423,False,90.52001953125,80.68227791970253,377.798828125
pred_Normal__0976_jpg.rf.83d1e5e77aacc0d1c648682aa54ecd06_segment_191.png,Fillings,Normal,Normal,0.9995889067649841,False,132.897216796875,89.06801206664366,741.76220703125
pred_Normal__0060_jpg.rf.f094ea29e65bf0c78188acbcbc5c8dcd_segment_451.png,Impacted Tooth,Normal,Fillings,0.9977117776870728,False,138.755615234375,92.55369847962967,449.4936727881432
pred_Normal__0161_jpg.rf.a54ad347955227c3eb7d1cfb1af9c51e_segment_218.png,Impacted Tooth,Normal,Normal,0.6652344465255737,False,118.39892578125,107.39682111843932,1305.254812002182
pred_Normal__0213_jpg.rf.6304d5ebe5f8c87c3a8ed5495cc2bd58_segment_203.png,Impacted Tooth,Normal,Fillings,0.6849794983863831,False,125.10400390625,91.15045364019032,288.7270902991295
pred_Normal__0215_jpg.rf.ae6fc0091ff7dab5bf8eab5a2ada7272_segment_270.png,Impacted Tooth,Normal,Normal,0.997214138507843,False,149.175537109375,93.6844207987385,711.803130865097
pred_Normal__0273_jpg.rf.b74071d5766afa414178c51aeefc1e9d_segment_273.png,Impacted Tooth,Normal,Normal,0.6287040710449219,False,110.812255859375,83.4109546735891,308.17983907461166
pred_Normal__0700_jpg.rf.1cf7f2dd7c9cd0a65b6213009e8cc43d_segment_53.png,Impacted Tooth,Normal,Normal,0.9258729219436646,False,136.507080078125,90.290330046315,541.2249221205711
pred_Normal__0700_jpg.rf.1cf7f2dd7c9cd0a65b6213009e8cc43d_segment_54.png,Impacted Tooth,Normal,Fillings,0.8189425468444824,False,127.170654296875,94.10972095529152,617.3912370204926
pred_Normal__0936_jpg.rf.8243a9dd5334cd97eea92b8d4a59439e_segment_206.png,Impacted Tooth,Normal,Normal,0.9954254031181335,False,147.227783203125,68.61455492834956,162.52683061361313
pred_Fillings__0053_jpg.rf.0a39e4969cb730a0e08d415d819e14d9_segment_26.png,Implant,Fillings,Normal,0.8601870536804199,False,121.923828125,103.25842485392758,1245.38792604208
pred_Fillings__0095_jpg.rf.d7773e0afb13f54a3e6244079b483ab2_segment_442.png,Implant,Fillings,Fillings,0.9472301602363586,False,181.77099609375,98.9443020136123,313.457078397274
pred_Fillings__0140_jpg.rf.c65d9d0adf1e201a0bbca3c2f9cf2a08_segment_371.png,Implant,Fillings,Normal,0.9823703765869141,False,91.73193359375,107.69780319150824,1975.1048268675804
pred_Fillings__0445_jpg.rf.c1b87e7bf4165d062bf6dcfbb56f2c18_segment_354.png,Implant,Fillings,Fillings,0.9966187477111816,False,193.267333984375,96.11409879730924,439.2240609526634
pred_Fillings__0445_jpg.rf.c1b87e7bf4165d062bf6dcfbb56f2c18_segment_355.png,Implant,Fillings,Normal,0.9994590878486633,False,50.91162109375,95.43857952948812,1752.4543814063072
pred_Fillings__0649_jpg.rf.b7d1c07a5deeb45e8fa8a2a076f504fd_segment_241.png,Implant,Fillings,Normal,0.8760635256767273,False,96.411376953125,106.65614908735016,2737.8335327506065
pred_Fillings__0898_jpg.rf.df4ec6f79f149df99ada80674fab2c0a_segment_407.png,Implant,Fillings,Fillings,0.9999532699584961,False,176.98974609375,99.5513931360388,465.1484231352806
pred_Fillings__0898_jpg.rf.df4ec6f79f149df99ada80674fab2c0a_segment_410.png,Implant,Fillings,Fillings,0.9997257590293884,False,180.93408203125,98.28272579643712,441.7528504729271
pred_Fillings__0898_jpg.rf.df4ec6f79f149df99ada80674fab2c0a_segment_412.png,Implant,Fillings,Fillings,0.999596893787384,False,172.10400390625,101.11377276396368,494.08284735679626
pred_Impacted Tooth__0967_jpg.rf.fde2e9d5ec9cb179161647bd31c61b23_segment_472.png,Implant,Impacted Tooth,Fillings,0.9126378893852234,False,113.887939453125,87.93876537742447,267.05353450775146
pred_Cavity__0139_jpg.rf.d4cd5163c13152c77c8982cf80a17a84_segment_8.png,Normal,Cavity,Normal,0.9999762773513794,True,131.74755859375,96.42599445247588,149.36257147789
pred_Cavity__0161_jpg.rf.a54ad347955227c3eb7d1cfb1af9c51e_segment_33.png,Normal,Cavity,Fillings,0.946706235408783,False,139.7607421875,89.13049696974744,878.6494717001915
pred_Cavity__0215_jpg.rf.ae6fc0091ff7dab5bf8eab5a2ada7272_segment_17.png,Normal,Cavity,Normal,0.9999195337295532,True,113.279296875,111.47954558168672,528.8420102596283
